gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
Potri.010G170400.v4.1	Potri.010G170400.1.v4.1,Potri.010G170400.2.v4.1	3416.46	3247.38	496.00	14.96	11.62
Potri.010G170700.v4.1	Potri.010G170700.1.v4.1,Potri.010G170700.3.v4.1	1911.18	1742.10	214.00	12.04	9.34
Potri.010G170801.v4.1	Potri.010G170801.1.v4.1,Potri.010G170801.2.v4.1	915.00	745.92	3.00	0.39	0.31
Potri.010G170900.v4.1	Potri.010G170900.1.v4.1	2516.00	2346.92	46.00	1.92	1.49
Potri.010G171000.v4.1	Potri.010G171000.1.v4.1,Potri.010G171000.2.v4.1	1133.00	963.92	275.00	27.95	21.70
Potri.010G171100.v4.1	Potri.010G171100.6.v4.1,Potri.010G171100.7.v4.1	2634.94	2465.87	563.00	22.37	17.37
Potri.010G171133.v4.1	Potri.010G171133.1.v4.1	450.00	281.01	0.00	0.00	0.00
Potri.010G171166.v4.1	Potri.010G171166.1.v4.1	159.00	14.77	0.00	0.00	0.00
Potri.010G171200.v4.1	Potri.010G171200.1.v4.1	3157.00	2987.92	0.00	0.00	0.00
Potri.010G171300.v4.1	Potri.010G171300.1.v4.1,Potri.010G171300.5.v4.1	3891.01	3721.93	595.00	15.66	12.16
Potri.010G171350.v4.1	Potri.010G171350.1.v4.1	696.00	526.93	0.00	0.00	0.00
Potri.010G171400.v4.1	Potri.010G171400.1.v4.1	2115.00	1945.92	178.00	8.96	6.96
Potri.010G171500.v4.1	Potri.010G171500.1.v4.1	2269.00	2099.92	2805.00	130.87	101.60
Potri.010G171600.v4.1	Potri.010G171600.4.v4.1,Potri.010G171600.5.v4.1,Potri.010G171600.6.v4.1	1767.75	1598.67	1454.00	89.11	69.18
Potri.010G171700.v4.1	Potri.010G171700.1.v4.1	2517.00	2347.92	1.00	0.04	0.03
Potri.010G171800.v4.1	Potri.010G171800.1.v4.1	252.00	86.88	2.00	2.26	1.75
Potri.010G172100.v4.1	Potri.010G172100.4.v4.1	3883.00	3713.92	48.00	1.27	0.98
Potri.010G172300.v4.1	Potri.010G172300.4.v4.1	1972.00	1802.92	22.00	1.20	0.93
Potri.010G172400.v4.1	Potri.010G172400.1.v4.1	2890.00	2720.92	205.00	7.38	5.73
Potri.010G172500.v4.1	Potri.010G172500.1.v4.1	4457.00	4287.92	941.00	21.50	16.69
Potri.010G172600.v4.1	Potri.010G172600.1.v4.1	1712.00	1542.92	102.00	6.48	5.03
Potri.010G172700.v4.1	Potri.010G172700.1.v4.1	1558.00	1388.92	1.00	0.07	0.05
Potri.010G172800.v4.1	Potri.010G172800.4.v4.1	1481.00	1311.92	12.56	0.94	0.73
Potri.010G172900.v4.1	Potri.010G172900.2.v4.1,Potri.010G172900.3.v4.1	1735.85	1566.77	38.44	2.40	1.87
Potri.010G173000.v4.1	Potri.010G173000.1.v4.1	1272.00	1102.92	813.00	72.22	56.07
Potri.010G173050.v4.1	Potri.010G173050.1.v4.1	1103.00	933.92	0.00	0.00	0.00
Potri.010G173100.v4.1	Potri.010G173100.10.v4.1,Potri.010G173100.11.v4.1,Potri.010G173100.12.v4.1,Potri.010G173100.4.v4.1,Potri.010G173100.6.v4.1,Potri.010G173100.7.v4.1	3287.09	3118.02	668.00	20.99	16.30
Potri.010G173200.v4.1	Potri.010G173200.1.v4.1,Potri.010G173200.6.v4.1,Potri.010G173200.7.v4.1,Potri.010G173200.8.v4.1	2632.29	2463.22	183.00	7.28	5.65
Potri.010G173300.v4.1	Potri.010G173300.1.v4.1,Potri.010G173300.3.v4.1	1482.50	1313.42	0.00	0.00	0.00
Potri.010G173400.v4.1	Potri.010G173400.2.v4.1	3141.00	2971.92	194.00	6.40	4.97
Potri.010G173500.v4.1	Potri.010G173500.1.v4.1	2186.00	2016.92	1.00	0.05	0.04
Potri.010G173600.v4.1	Potri.010G173600.1.v4.1,Potri.010G173600.3.v4.1	2071.16	1902.08	574.00	29.57	22.95
Potri.010G173800.v4.1	Potri.010G173800.1.v4.1	1574.00	1404.92	86.18	6.01	4.67
Potri.010G173900.v4.1	Potri.010G173900.1.v4.1	1688.00	1518.92	410.82	26.50	20.57
Potri.010G174000.v4.1	Potri.010G174000.1.v4.1,Potri.010G174000.4.v4.1	2001.00	1831.92	259.00	13.85	10.75
Potri.010G174100.v4.1	Potri.010G174100.1.v4.1	1488.00	1318.92	277.00	20.58	15.97
Potri.010G174200.v4.1	Potri.010G174200.1.v4.1	1806.00	1636.92	126.00	7.54	5.85
Potri.010G174300.v4.1	Potri.010G174300.1.v4.1,Potri.010G174300.2.v4.1,Potri.010G174300.3.v4.1	2451.00	2281.92	1.00	0.04	0.03
Potri.010G174400.v4.1	Potri.010G174400.1.v4.1	1957.00	1787.92	0.00	0.00	0.00
Potri.010G174500.v4.1	Potri.010G174500.1.v4.1	1659.00	1489.92	0.00	0.00	0.00
Potri.010G174600.v4.1	Potri.010G174600.2.v4.1	2120.00	1950.92	1.00	0.05	0.04
Potri.010G174700.v4.1	Potri.010G174700.1.v4.1	514.00	344.95	9.00	2.56	1.98
Potri.010G174800.v4.1	Potri.010G174800.10.v4.1,Potri.010G174800.11.v4.1,Potri.010G174800.9.v4.1	1840.87	1671.79	1774.00	103.97	80.71
Potri.010G174900.v4.1	Potri.010G174900.1.v4.1,Potri.010G174900.7.v4.1	4355.74	4186.67	573.00	13.41	10.41
Potri.010G175000.v4.1	Potri.010G175000.1.v4.1	1689.00	1519.92	350.00	22.56	17.51
Potri.010G175100.v4.1	Potri.010G175100.1.v4.1	1811.00	1641.92	0.00	0.00	0.00
Potri.010G175200.v4.1	Potri.010G175200.1.v4.1	1161.00	991.92	2.00	0.20	0.15
Potri.010G175300.v4.1	Potri.010G175300.2.v4.1	1960.00	1790.92	33.00	1.81	1.40
Potri.010G175500.v4.1	Potri.010G175500.10.v4.1,Potri.010G175500.11.v4.1	2751.44	2582.37	638.00	24.21	18.79
Potri.010G175600.v4.1	Potri.010G175600.1.v4.1	947.00	777.92	203.00	25.57	19.85
Potri.010G175700.v4.1	Potri.010G175700.1.v4.1	1146.00	976.92	33.39	3.35	2.60
Potri.010G175701.v4.1	Potri.010G175701.1.v4.1	891.00	721.92	16.61	2.25	1.75
Potri.010G175800.v4.1	Potri.010G175800.1.v4.1	1555.00	1385.92	0.00	0.00	0.00
Potri.010G175801.v4.1	Potri.010G175801.1.v4.1	324.00	155.87	0.00	0.00	0.00
Potri.010G175900.v4.1	Potri.010G175900.2.v4.1	2303.00	2133.92	0.00	0.00	0.00
Potri.010G176000.v4.1	Potri.010G176000.1.v4.1,Potri.010G176000.5.v4.1	1894.15	1725.08	182.00	10.34	8.02
Potri.010G176100.v4.1	Potri.010G176100.1.v4.1	935.00	765.92	311.00	39.78	30.88
Potri.010G176200.v4.1	Potri.010G176200.1.v4.1	683.00	513.93	4.00	0.76	0.59
Potri.010G176250.v4.1	Potri.010G176250.1.v4.1	464.00	294.99	1.00	0.33	0.26
Potri.010G176300.v4.1	Potri.010G176300.4.v4.1	2302.00	2132.92	195.00	8.96	6.95
Potri.010G176400.v4.1	Potri.010G176400.2.v4.1	3115.00	2945.92	1158.00	38.51	29.90
Potri.010G176500.v4.1	Potri.010G176500.2.v4.1,Potri.010G176500.3.v4.1,Potri.010G176500.4.v4.1,Potri.010G176500.5.v4.1	2737.73	2568.66	556.00	21.21	16.46
Potri.010G176600.v4.1	Potri.010G176600.2.v4.1,Potri.010G176600.3.v4.1	1782.00	1612.92	0.00	0.00	0.00
Potri.010G177000.v4.1	Potri.010G177000.2.v4.1,Potri.010G177000.3.v4.1,Potri.010G177000.4.v4.1,Potri.010G177000.5.v4.1	1711.00	1541.92	0.00	0.00	0.00
Potri.010G177100.v4.1	Potri.010G177100.4.v4.1	2857.00	2687.92	0.00	0.00	0.00
Potri.010G177200.v4.1	Potri.010G177200.2.v4.1	4134.00	3964.92	679.00	16.78	13.03
Potri.010G177300.v4.1	Potri.010G177300.1.v4.1,Potri.010G177300.3.v4.1	2281.00	2111.92	16.00	0.74	0.58
Potri.010G177400.v4.1	Potri.010G177400.1.v4.1,Potri.010G177400.3.v4.1,Potri.010G177400.4.v4.1,Potri.010G177400.5.v4.1,Potri.010G177400.7.v4.1,Potri.010G177400.8.v4.1	3795.94	3626.86	482.00	13.02	10.11
Potri.010G177501.v4.1	Potri.010G177501.1.v4.1	1827.00	1657.92	0.00	0.00	0.00
Potri.010G177601.v4.1	Potri.010G177601.1.v4.1	1627.00	1457.92	0.00	0.00	0.00
Potri.010G177700.v4.1	Potri.010G177700.1.v4.1	1601.00	1431.92	256.00	17.52	13.60
Potri.010G177900.v4.1	Potri.010G177900.1.v4.1	5275.00	5105.92	382.63	7.34	5.70
Potri.010G178050.v4.1	Potri.010G178050.1.v4.1	3227.00	3057.92	1853.37	59.38	46.10
Potri.010G178200.v4.1	Potri.010G178200.1.v4.1,Potri.010G178200.2.v4.1	1944.00	1774.92	1.00	0.06	0.04
Potri.010G178400.v4.1	Potri.010G178400.1.v4.1,Potri.010G178400.2.v4.1,Potri.010G178400.3.v4.1	2803.64	2634.57	361.00	13.43	10.42
Potri.010G178600.v4.1	Potri.010G178600.2.v4.1	4861.00	4691.92	697.00	14.55	11.30
Potri.010G178700.v4.1	Potri.010G178700.2.v4.1	276.00	109.37	156.00	139.74	108.49
Potri.010G178800.v4.1	Potri.010G178800.1.v4.1	1909.00	1739.92	300.00	16.89	13.11
Potri.010G179000.v4.1	Potri.010G179000.1.v4.1,Potri.010G179000.4.v4.1,Potri.010G179000.6.v4.1	2309.68	2140.61	231.00	10.57	8.21
Potri.010G179300.v4.1	Potri.010G179300.2.v4.1	963.00	793.92	12.00	1.48	1.15
Potri.010G179400.v4.1	Potri.010G179400.1.v4.1,Potri.010G179400.4.v4.1	1833.90	1664.82	133.00	7.83	6.08
Potri.010G179500.v4.1	Potri.010G179500.1.v4.1	1529.00	1359.92	0.00	0.00	0.00
Potri.010G179700.v4.1	Potri.010G179700.1.v4.1	1020.00	850.92	0.00	0.00	0.00
Potri.010G179801.v4.1	Potri.010G179801.1.v4.1	264.00	98.04	0.00	0.00	0.00
Potri.010G179900.v4.1	Potri.010G179900.1.v4.1	800.00	630.93	0.00	0.00	0.00
Potri.010G180000.v4.1	Potri.010G180000.1.v4.1	2693.00	2523.92	164.00	6.37	4.94
Potri.010G180200.v4.1	Potri.010G180200.2.v4.1,Potri.010G180200.3.v4.1	1340.32	1171.24	172.00	14.39	11.17
Potri.010G180300.v4.1	Potri.010G180300.2.v4.1	1808.00	1638.92	353.00	21.10	16.38
Potri.010G180400.v4.1	Potri.010G180400.4.v4.1	1671.00	1501.92	5182.00	338.04	262.43
Potri.010G180500.v4.1	Potri.010G180500.1.v4.1,Potri.010G180500.4.v4.1	2129.46	1960.38	106.00	5.30	4.11
Potri.010G180600.v4.1	Potri.010G180600.1.v4.1	2841.00	2671.92	746.00	27.36	21.24
Potri.010G180700.v4.1	Potri.010G180700.2.v4.1	2732.00	2562.92	170.00	6.50	5.05
Potri.010G180800.v4.1	Potri.010G180800.2.v4.1,Potri.010G180800.6.v4.1,Potri.010G180800.7.v4.1	2836.99	2667.91	231.00	8.48	6.59
Potri.010G181000.v4.1	Potri.010G181000.1.v4.1	2850.00	2680.92	0.00	0.00	0.00
Potri.010G181200.v4.1	Potri.010G181200.1.v4.1	210.00	50.09	10.00	19.56	15.19
Potri.010G181300.v4.1	Potri.010G181300.1.v4.1	1684.00	1514.92	23.00	1.49	1.15
Potri.010G181400.v4.1	Potri.010G181400.1.v4.1,Potri.010G181400.10.v4.1,Potri.010G181400.11.v4.1,Potri.010G181400.12.v4.1,Potri.010G181400.5.v4.1,Potri.010G181400.9.v4.1	3846.61	3677.53	42.00	1.12	0.87
Potri.010G181600.v4.1	Potri.010G181600.1.v4.1	463.00	293.99	0.00	0.00	0.00
Potri.010G181700.v4.1	Potri.010G181700.2.v4.1,Potri.010G181700.3.v4.1	223.50	61.58	0.00	0.00	0.00
Potri.010G181800.v4.1	Potri.010G181800.2.v4.1	1594.00	1424.92	52.00	3.58	2.78
Potri.010G181900.v4.1	Potri.010G181900.1.v4.1	1623.00	1453.92	507.00	34.17	26.52
Potri.010G182100.v4.1	Potri.010G182100.3.v4.1,Potri.010G182100.4.v4.1	2743.33	2574.25	262.00	9.97	7.74
Potri.010G182150.v4.1	Potri.010G182150.1.v4.1,Potri.010G182150.2.v4.1	237.00	73.27	0.00	0.00	0.00
Potri.010G182200.v4.1	Potri.010G182200.1.v4.1	951.00	781.92	357.00	44.73	34.73
Potri.010G182300.v4.1	Potri.010G182300.1.v4.1	1920.00	1750.92	0.00	0.00	0.00
Potri.010G182400.v4.1	Potri.010G182400.1.v4.1,Potri.010G182400.2.v4.1,Potri.010G182400.3.v4.1	812.69	643.99	83.00	12.63	9.80
Potri.010G182500.v4.1	Potri.010G182500.1.v4.1	1371.00	1201.92	13.00	1.06	0.82
Potri.010G182575.v4.1	Potri.010G182575.1.v4.1	1716.00	1546.92	450.90	28.56	22.17
Potri.010G182650.v4.1	Potri.010G182650.2.v4.1	1410.00	1240.92	528.10	41.70	32.37
Potri.010G182700.v4.1	Potri.010G182700.2.v4.1	1012.00	842.92	70.00	8.14	6.32
Potri.010G182751.v4.1	Potri.010G182751.1.v4.1	1087.00	917.92	1.00	0.11	0.08
Potri.010G182800.v4.1	Potri.010G182800.1.v4.1	711.00	541.93	657.00	118.78	92.21
Potri.010G182900.v4.1	Potri.010G182900.1.v4.1	2301.00	2131.92	0.00	0.00	0.00
Potri.010G183000.v4.1	Potri.010G183000.1.v4.1	2739.00	2569.92	1.00	0.04	0.03
Potri.010G183100.v4.1	Potri.010G183100.1.v4.1	1733.00	1563.92	6.00	0.38	0.29
Potri.010G183200.v4.1	Potri.010G183200.1.v4.1	1261.00	1091.92	151.00	13.55	10.52
Potri.010G183300.v4.1	Potri.010G183300.1.v4.1	1547.00	1377.92	260.00	18.49	14.35
Potri.010G183400.v4.1	Potri.010G183400.1.v4.1	3285.00	3115.92	2.00	0.06	0.05
Potri.010G183500.v4.1	Potri.010G183500.1.v4.1,Potri.010G183500.3.v4.1	1728.46	1559.38	202.00	12.69	9.85
Potri.010G183600.v4.1	Potri.010G183600.1.v4.1	2112.00	1942.92	26.00	1.31	1.02
Potri.010G183700.v4.1	Potri.010G183700.1.v4.1	1484.00	1314.92	109.00	8.12	6.31
Potri.010G183766.v4.1	Potri.010G183766.1.v4.1	2159.00	1989.92	18.42	0.91	0.70
Potri.010G183799.v4.1	Potri.010G183799.1.v4.1	891.00	721.92	5.95	0.81	0.63
Potri.010G183832.v4.1	Potri.010G183832.1.v4.1	3740.00	3570.92	44.62	1.22	0.95
Potri.010G183900.v4.1	Potri.010G183900.1.v4.1	1241.00	1071.92	204.00	18.65	14.48
Potri.010G183951.v4.1	Potri.010G183951.1.v4.1	336.00	167.67	21.00	12.27	9.53
Potri.010G184000.v4.1	Potri.010G184000.1.v4.1	1698.00	1528.92	584.00	37.42	29.05
Potri.010G184132.v4.1	Potri.010G184132.1.v4.1	360.00	191.39	6.00	3.07	2.38
Potri.010G184200.v4.1	Potri.010G184200.2.v4.1	3180.00	3010.92	227.00	7.39	5.73
Potri.010G184300.v4.1	Potri.010G184300.2.v4.1,Potri.010G184300.3.v4.1	2415.32	2246.25	337.00	14.70	11.41
Potri.010G184400.v4.1	Potri.010G184400.1.v4.1	1407.00	1237.92	0.00	0.00	0.00
Potri.010G184500.v4.1	Potri.010G184500.2.v4.1	1077.00	907.92	2711.00	292.55	227.11
Potri.010G184600.v4.1	Potri.010G184600.1.v4.1,Potri.010G184600.3.v4.1	2597.00	2427.92	3.00	0.12	0.09
Potri.010G184700.v4.1	Potri.010G184700.2.v4.1	1433.00	1263.92	2.00	0.16	0.12
Potri.010G184800.v4.1	Potri.010G184800.10.v4.1,Potri.010G184800.7.v4.1,Potri.010G184800.8.v4.1,Potri.010G184800.9.v4.1	2681.00	2511.92	14.00	0.55	0.42
Potri.010G184900.v4.1	Potri.010G184900.1.v4.1	1528.00	1358.92	995.00	71.74	55.69
Potri.010G185000.v4.1	Potri.010G185000.1.v4.1	2727.00	2557.92	207.00	7.93	6.16
Potri.010G185100.v4.1	Potri.010G185100.1.v4.1	2000.00	1830.92	438.00	23.44	18.20
Potri.010G185200.v4.1	Potri.010G185200.1.v4.1	1707.00	1537.92	267.00	17.01	13.20
Potri.010G185300.v4.1	Potri.010G185300.1.v4.1	3362.00	3192.92	284.00	8.71	6.77
Potri.010G185400.v4.1	Potri.010G185400.1.v4.1	1080.00	910.92	0.00	0.00	0.00
Potri.010G185500.v4.1	Potri.010G185500.1.v4.1	1960.00	1790.92	3.00	0.16	0.13
Potri.010G185600.v4.1	Potri.010G185600.1.v4.1	2363.00	2193.92	263.00	11.75	9.12
Potri.010G185700.v4.1	Potri.010G185700.1.v4.1,Potri.010G185700.2.v4.1	1874.00	1704.92	6.00	0.34	0.27
Potri.010G185800.v4.1	Potri.010G185800.1.v4.1	3263.00	3093.92	993.00	31.45	24.41
Potri.010G185900.v4.1	Potri.010G185900.1.v4.1	2551.00	2381.92	4.00	0.16	0.13
Potri.010G186000.v4.1	Potri.010G186000.1.v4.1	765.00	595.93	22.00	3.62	2.81
Potri.010G186200.v4.1	Potri.010G186200.6.v4.1	1932.00	1762.92	52.00	2.89	2.24
Potri.010G186300.v4.1	Potri.010G186300.1.v4.1	1590.00	1420.92	90.00	6.21	4.82
Potri.010G186400.v4.1	Potri.010G186400.1.v4.1	1239.00	1069.92	0.00	0.00	0.00
Potri.010G186700.v4.1	Potri.010G186700.1.v4.1	935.00	765.92	14.00	1.79	1.39
Potri.010G186750.v4.1	Potri.010G186750.1.v4.1	324.00	155.87	0.00	0.00	0.00
Potri.010G186800.v4.1	Potri.010G186800.1.v4.1	1112.00	942.92	1124.00	116.79	90.67
Potri.010G186900.v4.1	Potri.010G186900.1.v4.1	5902.00	5732.92	1792.00	30.63	23.78
Potri.010G187000.v4.1	Potri.010G187000.1.v4.1	1607.00	1437.92	4.00	0.27	0.21
Potri.010G187100.v4.1	Potri.010G187100.1.v4.1,Potri.010G187100.2.v4.1	541.50	372.44	0.00	0.00	0.00
Potri.010G187201.v4.1	Potri.010G187201.1.v4.1	1417.00	1247.92	1.00	0.08	0.06
Potri.010G187300.v4.1	Potri.010G187300.1.v4.1,Potri.010G187300.2.v4.1,Potri.010G187300.3.v4.1	1755.00	1585.92	2.00	0.12	0.10
Potri.010G187401.v4.1	Potri.010G187401.1.v4.1	1574.00	1404.92	1.00	0.07	0.05
Potri.010G187500.v4.1	Potri.010G187500.1.v4.1	1847.00	1677.92	83.00	4.85	3.76
Potri.010G187600.v4.1	Potri.010G187600.2.v4.1,Potri.010G187600.3.v4.1	2079.84	1910.76	30.00	1.54	1.19
Potri.010G187700.v4.1	Potri.010G187700.2.v4.1,Potri.010G187700.5.v4.1,Potri.010G187700.6.v4.1	3949.20	3780.12	373.00	9.67	7.51
Potri.010G187800.v4.1	Potri.010G187800.2.v4.1	2378.00	2208.92	437.00	19.38	15.05
Potri.010G187900.v4.1	Potri.010G187900.1.v4.1	3772.00	3602.92	1114.00	30.29	23.52
Potri.010G188000.v4.1	Potri.010G188000.1.v4.1,Potri.010G188000.2.v4.1	1654.65	1485.57	231.00	15.23	11.83
Potri.010G188100.v4.1	Potri.010G188100.2.v4.1	1550.00	1380.92	271.00	19.23	14.93
Potri.010G188200.v4.1	Potri.010G188200.1.v4.1	4186.00	4016.92	2416.00	58.93	45.75
Potri.010G188400.v4.1	Potri.010G188400.1.v4.1,Potri.010G188400.4.v4.1,Potri.010G188400.5.v4.1	2870.72	2701.65	101.00	3.66	2.84
Potri.010G188500.v4.1	Potri.010G188500.1.v4.1	1582.00	1412.92	362.00	25.10	19.49
Potri.010G188600.v4.1	Potri.010G188600.1.v4.1	2992.00	2822.92	66.00	2.29	1.78
Potri.010G188700.v4.1	Potri.010G188700.1.v4.1	3154.00	2984.92	560.00	18.38	14.27
Potri.010G188800.v4.1	Potri.010G188800.1.v4.1,Potri.010G188800.7.v4.1,Potri.010G188800.8.v4.1	2303.41	2134.34	2153.00	98.83	76.73
Potri.010G188900.v4.1	Potri.010G188900.1.v4.1,Potri.010G188900.4.v4.1,Potri.010G188900.5.v4.1,Potri.010G188900.6.v4.1	2629.00	2459.92	1.00	0.04	0.03
Potri.010G189000.v4.1	Potri.010G189000.1.v4.1	1078.00	908.92	164.00	17.68	13.72
Potri.010G189100.v4.1	Potri.010G189100.1.v4.1	3575.00	3405.92	0.00	0.00	0.00
Potri.010G189200.v4.1	Potri.010G189200.2.v4.1,Potri.010G189200.3.v4.1	1267.00	1097.92	0.00	0.00	0.00
Potri.010G189300.v4.1	Potri.010G189300.1.v4.1,Potri.010G189300.8.v4.1	1581.80	1412.72	77.00	5.34	4.15
Potri.010G189401.v4.1	Potri.010G189401.1.v4.1	240.00	75.96	1.00	1.29	1.00
Potri.010G189500.v4.1	Potri.010G189500.4.v4.1	1700.00	1530.92	92.00	5.89	4.57
Potri.010G189600.v4.1	Potri.010G189600.1.v4.1	1297.00	1127.92	382.00	33.18	25.76
Potri.010G189700.v4.1	Potri.010G189700.1.v4.1,Potri.010G189700.2.v4.1	3372.16	3203.09	364.00	11.13	8.64
Potri.010G189800.v4.1	Potri.010G189800.2.v4.1	2944.00	2774.92	1881.00	66.41	51.56
Potri.010G189900.v4.1	Potri.010G189900.2.v4.1,Potri.010G189900.5.v4.1	750.59	581.53	8283.00	1395.52	1083.36
Potri.010G190000.v4.1	Potri.010G190000.2.v4.1,Potri.010G190000.3.v4.1,Potri.010G190000.4.v4.1	927.94	758.87	230.00	29.70	23.05
Potri.010G190100.v4.1	Potri.010G190100.1.v4.1,Potri.010G190100.3.v4.1,Potri.010G190100.4.v4.1	2733.88	2564.80	331.00	12.64	9.82
Potri.010G190300.v4.1	Potri.010G190300.1.v4.1	3204.00	3034.92	94.00	3.03	2.36
Potri.010G190400.v4.1	Potri.010G190400.1.v4.1	1082.00	912.92	352.00	37.78	29.33
Potri.010G190500.v4.1	Potri.010G190500.1.v4.1	694.00	524.93	374.00	69.81	54.19
Potri.010G190600.v4.1	Potri.010G190600.2.v4.1	2193.00	2023.92	5.00	0.24	0.19
Potri.010G190650.v4.1	Potri.010G190650.1.v4.1	924.00	754.92	0.00	0.00	0.00
Potri.010G190800.v4.1	Potri.010G190800.1.v4.1,Potri.010G190800.2.v4.1	1050.31	881.24	81.00	9.01	6.99
Potri.010G190900.v4.1	Potri.010G190900.2.v4.1,Potri.010G190900.3.v4.1,Potri.010G190900.4.v4.1	1394.00	1224.92	1.51	0.12	0.09
Potri.010G191000.v4.1	Potri.010G191000.1.v4.1,Potri.010G191000.4.v4.1	4591.45	4422.38	20.49	0.45	0.35
Potri.010G191100.v4.1	Potri.010G191100.1.v4.1	1505.00	1335.92	178.00	13.05	10.13
Potri.010G191200.v4.1	Potri.010G191200.1.v4.1	1789.00	1619.92	1667.00	100.82	78.27
Potri.010G191300.v4.1	Potri.010G191300.1.v4.1	2322.00	2152.92	399.00	18.16	14.10
Potri.010G191400.v4.1	Potri.010G191400.1.v4.1	967.00	797.92	0.00	0.00	0.00
Potri.010G191500.v4.1	Potri.010G191500.2.v4.1,Potri.010G191500.3.v4.1,Potri.010G191500.4.v4.1	1726.00	1556.92	0.00	0.00	0.00
Potri.010G191600.v4.1	Potri.010G191600.1.v4.1	2354.00	2184.92	33.00	1.48	1.15
Potri.010G191700.v4.1	Potri.010G191700.1.v4.1,Potri.010G191700.10.v4.1,Potri.010G191700.9.v4.1	1594.70	1425.62	240.00	16.49	12.80
Potri.010G191800.v4.1	Potri.010G191800.2.v4.1	1555.00	1385.92	642.00	45.39	35.23
Potri.010G191900.v4.1	Potri.010G191900.3.v4.1	1658.00	1488.92	1754.00	115.42	89.60
Potri.010G192000.v4.1	Potri.010G192000.2.v4.1	1296.00	1126.92	745.00	64.77	50.28
Potri.010G192100.v4.1	Potri.010G192100.1.v4.1	982.00	812.92	0.00	0.00	0.00
Potri.010G192200.v4.1	Potri.010G192200.1.v4.1	1322.00	1152.92	279.00	23.71	18.41
Potri.010G192300.v4.1	Potri.010G192300.1.v4.1	861.00	691.92	81.00	11.47	8.90
Potri.010G192400.v4.1	Potri.010G192400.1.v4.1	1823.00	1653.92	76.00	4.50	3.50
Potri.010G192501.v4.1	Potri.010G192501.1.v4.1	309.00	141.19	0.00	0.00	0.00
Potri.010G192600.v4.1	Potri.010G192600.1.v4.1	1497.00	1327.92	411.00	30.32	23.54
Potri.010G192700.v4.1	Potri.010G192700.3.v4.1,Potri.010G192700.4.v4.1	1120.64	951.56	219.00	22.55	17.51
Potri.010G192800.v4.1	Potri.010G192800.2.v4.1	2756.00	2586.92	3292.00	124.68	96.79
Potri.010G192900.v4.1	Potri.010G192900.2.v4.1	3578.00	3408.92	986.00	28.34	22.00
Potri.010G193000.v4.1	Potri.010G193000.1.v4.1	882.00	712.92	198.00	27.21	21.12
Potri.010G193100.v4.1	Potri.010G193100.1.v4.1	2124.00	1954.92	279.00	13.98	10.86
Potri.010G193200.v4.1	Potri.010G193200.1.v4.1	312.00	144.12	0.00	0.00	0.00
Potri.010G193300.v4.1	Potri.010G193300.1.v4.1	2623.00	2453.92	4779.00	190.81	148.13
Potri.010G193400.v4.1	Potri.010G193400.2.v4.1	1949.00	1779.92	639.00	35.17	27.31
Potri.010G193500.v4.1	Potri.010G193500.2.v4.1	1471.00	1301.92	232.00	17.46	13.55
Potri.010G193700.v4.1	Potri.010G193700.2.v4.1	2201.00	2031.92	0.00	0.00	0.00
Potri.010G193800.v4.1	Potri.010G193800.4.v4.1,Potri.010G193800.5.v4.1	1027.85	858.77	130.00	14.83	11.51
Potri.010G193950.v4.1	Potri.010G193950.1.v4.1	939.00	769.92	2.00	0.25	0.20
Potri.010G194100.v4.1	Potri.010G194100.1.v4.1	1787.00	1617.92	315.00	19.08	14.81
Potri.010G194200.v4.1	Potri.010G194200.1.v4.1	780.00	610.93	268.00	42.98	33.37
Potri.010G194300.v4.1	Potri.010G194300.1.v4.1	1406.00	1236.92	212.00	16.79	13.04
Potri.010G194400.v4.1	Potri.010G194400.2.v4.1	646.00	476.93	68.00	13.97	10.84
Potri.010G194600.v4.1	Potri.010G194600.1.v4.1,Potri.010G194600.3.v4.1	2238.76	2069.69	140.00	6.63	5.14
Potri.010G194650.v4.1	Potri.010G194650.1.v4.1	267.00	100.86	0.00	0.00	0.00
Potri.010G194700.v4.1	Potri.010G194700.1.v4.1	1533.00	1363.92	187.00	13.43	10.43
Potri.010G194850.v4.1	Potri.010G194850.1.v4.1	261.00	95.23	0.00	0.00	0.00
Potri.010G195000.v4.1	Potri.010G195000.1.v4.1	1664.00	1494.92	71.00	4.65	3.61
Potri.010G195100.v4.1	Potri.010G195100.1.v4.1	1515.00	1345.92	16.00	1.16	0.90
Potri.010G195200.v4.1	Potri.010G195200.1.v4.1	1773.00	1603.92	36.00	2.20	1.71
Potri.010G195300.v4.1	Potri.010G195300.1.v4.1	3409.00	3239.92	113.53	3.43	2.67
Potri.010G195500.v4.1	Potri.010G195500.1.v4.1	4407.00	4237.92	88.47	2.05	1.59
Potri.010G195600.v4.1	Potri.010G195600.1.v4.1	1629.00	1459.92	9.00	0.60	0.47
Potri.010G195700.v4.1	Potri.010G195700.1.v4.1	946.00	776.92	5.00	0.63	0.49
Potri.010G195800.v4.1	Potri.010G195800.1.v4.1,Potri.010G195800.2.v4.1	1981.48	1812.41	217.00	11.73	9.11
Potri.010G196000.v4.1	Potri.010G196000.1.v4.1	2331.00	2161.92	40.00	1.81	1.41
Potri.010G196100.v4.1	Potri.010G196100.1.v4.1	908.00	738.92	562.00	74.52	57.85
